"PID","type","value","weight","val_num"
408831,"uspractice","diversity",15,9
408831,"uspractice","liberty",4,10
975172,"uspaper","freedom of seech",23,1
975172,"uspaper","freedom of religion",48,2
975172,"uspaper","right to bear arms",14,3
975172,"uspaper","right to a speedy trial",0,4
975172,"uspaper","freedom of thought",15,5
975172,"uspractice","freedom of religion",63,6
975172,"uspractice","freedom of speech",12,7
975172,"uspractice","the right to education",19,8
975172,"uspractice","freedom to bear arms",0,9
975172,"uspractice","the right to vote",6,10
726285,"uspaper","caring",15,1
726285,"uspaper","justice",25,2
726285,"uspaper","altruism",20,3
726285,"uspaper","equality",25,4
726285,"uspaper","liberty",15,5
726285,"uspractice","equality",21,6
726285,"uspractice","liberty",38,7
726285,"uspractice","caring",6,8
726285,"uspractice","altruism",5,9
726285,"uspractice","justice",30,10
875620,"uspaper","freedom",20,1
875620,"uspaper","justice",20,2
875620,"uspaper","equality",20,3
875620,"uspaper","life",20,4
875620,"uspaper","fighting for the weaker",20,5
875620,"uspractice","control",10,6
875620,"uspractice","wealth",20,7
875620,"uspractice","freedom",20,8
875620,"uspractice","competition",30,9
875620,"uspractice","success",20,10
868086,"uspaper","loyalty",20,1
868086,"uspaper","justice",20,2
868086,"uspaper","freedom",30,3
868086,"uspaper","sovereignty (spelling?)",20,4
868086,"uspaper","equality",10,5
868086,"uspractice","religion",20,6
868086,"uspractice","justice",20,7
868086,"uspractice","equality",20,8
868086,"uspractice","freedom",20,9
868086,"uspractice","loyalty",20,10
792068,"uspaper","freedom",25,1
792068,"uspaper","liberty",21,2
792068,"uspaper","a good life",19,3
792068,"uspaper","peace",18,4
792068,"uspaper","happiness",17,5
792068,"uspractice","dominance",24,6
792068,"uspractice","aggression",21,7
792068,"uspractice","greed",23,8
792068,"uspractice","patriotism",22,9
792068,"uspractice","arrogance",10,10
404122,"uspaper","respect of freedom",60,1
404122,"uspaper","respect of law",10,2
404122,"uspaper","equality",10,3
404122,"uspaper","inclusion",10,4
404122,"uspaper","liberty",10,5
404122,"uspractice","freedom of speech",60,6
404122,"uspractice","justice for everyone",10,7
404122,"uspractice","healthcare for everyone",10,8
404122,"uspractice","equality",10,9
404122,"uspractice","diversity",10,10
720562,"uspaper","freedom of religion",15,1
720562,"uspaper","freedom of speech",15,2
720562,"uspaper","freedom of association",10,3
720562,"uspaper","democracy",50,4
720562,"uspaper","right to the pursuit of happiness",10,5
720562,"uspractice","capitalism",50,6
720562,"uspractice","property owner's rights",10,7
720562,"uspractice","right to arms",10,8
720562,"uspractice","american suoeriority",20,9
720562,"uspractice","freedom",10,10
632519,"uspaper","justice",17,1
632519,"uspaper","democracy",22,2
632519,"uspaper","unity",16,3
632519,"uspaper","peace",12,4
632519,"uspaper","order",33,5
632519,"uspractice","freedom",10,6
632519,"uspractice","free speech",16,7
632519,"uspractice","democracy",14,8
632519,"uspractice","world domination",50,9
632519,"uspractice","equality",10,10
412168,"uspaper","freedom",20,1
412168,"uspaper","right to bear arms",20,2
412168,"uspaper","rights to free speech",20,3
412168,"uspaper","right to practice religion",20,4
412168,"uspaper","unity",20,5
412168,"uspractice","freedom",30,6
412168,"uspractice","religion",40,7
412168,"uspractice","free speech",10,8
412168,"uspractice","unity",10,9
412168,"uspractice","right to bear arms",10,10
477308,"uspaper","racism",20,1
477308,"uspaper","capitalism",40,2
477308,"uspaper","democracy",15,3
477308,"uspaper","self indulgence",10,4
477308,"uspaper","taxes",15,5
477308,"uspractice","freedom",20,6
477308,"uspractice","partiotism",20,7
477308,"uspractice","capitalism",45,8
477308,"uspractice","racism",10,9
477308,"uspractice","immigration",5,10
849873,"uspaper","power",20,1
849873,"uspaper","greed",15,2
849873,"uspaper","control",25,3
849873,"uspaper","secrecy",25,4
849873,"uspaper","capitalism",15,5
849873,"uspractice","control",15,6
849873,"uspractice","greed",20,7
849873,"uspractice","inequality",30,8
849873,"uspractice","hypocrital",15,9
849873,"uspractice","power",20,10
564115,"uspaper","freedom",20,1
564115,"uspaper","equality",13,2
564115,"uspaper","liberty",27,3
564115,"uspaper","justice",20,4
564115,"uspaper","democracy",20,5
564115,"uspractice","democrarcy",31,6
564115,"uspractice","diversity",26,7
564115,"uspractice","innovation",6,8
564115,"uspractice","freedom",11,9
564115,"uspractice","liberty",26,10
720930,"uspaper","personal liberty",19,1
720930,"uspaper","individual freedom",11,2
720930,"uspaper","democratic representation",42,3
720930,"uspaper","plentiful opportunities",10,4
720930,"uspaper","racial disparities",18,5
720930,"uspractice","federal power",12,6
720930,"uspractice","capital",31,7
720930,"uspractice","authoritarianism",23,8
720930,"uspractice","individual liberties",27,9
720930,"uspractice","freedom",7,10
514969,"uspaper","integrity as a nation",23,1
514969,"uspaper","all men are equal",13,2
514969,"uspaper","we are allowed to bear arms",6,3
514969,"uspaper","the government is for the people",38,4
514969,"uspaper","all legal citizens are allowed to vote",20,5
514969,"uspractice","our country is best",40,6
514969,"uspractice","our country is a republic",60,7
514969,"uspractice","our country allows our congress to do inside trading",0,8
514969,"uspractice","our country is corrupt",0,9
514969,"uspractice","our country lies",0,10
101910,"uspaper","freedom",23,1
101910,"uspaper","god",32,2
101910,"uspaper","strength through unity",17,3
101910,"uspaper","justice",20,4
101910,"uspaper","self govern",8,5
101910,"uspractice","freedom",24,6
101910,"uspractice","justice",10,7
101910,"uspractice","charity",9,8
101910,"uspractice","faith",13,9
101910,"uspractice","moral",44,10
421981,"uspaper","freedom",72,1
421981,"uspaper","opportunity",7,2
421981,"uspaper","justice",11,3
421981,"uspaper","equality",5,4
421981,"uspaper","leadership",5,5
421981,"uspractice","honesty",32,6
421981,"uspractice","compassion",15,7
421981,"uspractice","hope",31,8
421981,"uspractice","resilience",14,9
421981,"uspractice","respect",8,10
448147,"uspaper","equality",20,1
448147,"uspaper","freedom of religion",20,2
448147,"uspaper","freedom of speech",20,3
448147,"uspaper","democracy",20,4
448147,"uspaper","opportunity",20,5
448147,"uspractice","freedom of speech",20,6
448147,"uspractice","democracy",20,7
448147,"uspractice","equality",20,8
448147,"uspractice","freedom of religion",20,9
448147,"uspractice","opportunity",20,10
886206,"uspaper","freedom of speech",40,1
886206,"uspaper","freedom of religion",10,2
886206,"uspaper","right to assemble",15,3
886206,"uspaper","freedom of press",20,4
886206,"uspaper","government for the people",15,5
886206,"uspractice","right to privacy",20,6
886206,"uspractice","right to property",30,7
886206,"uspractice","freedom of speech",25,8
886206,"uspractice","equally representative government",5,9
886206,"uspractice","right to protection",20,10
797050,"uspaper","liberty",35,1
797050,"uspaper","justice",20,2
797050,"uspaper","equaity",30,3
797050,"uspaper","pursuit of happiness",5,4
797050,"uspaper","religious freedom",10,5
797050,"uspractice","liberty",30,6
797050,"uspractice","equality",30,7
797050,"uspractice","opportunity",10,8
797050,"uspractice","ability to vote",20,9
797050,"uspractice","defense",10,10
557528,"uspaper","pursuit of happiness",0,1
557528,"uspaper","peace",1,2
557528,"uspaper","family",19,3
557528,"uspaper","melting pot",28,4
557528,"uspaper","obedience",52,5
557528,"uspractice","family",0,6
557528,"uspractice","dominance",0,7
557528,"uspractice","america",0,8
557528,"uspractice","control",30,9
557528,"uspractice","speech and guns",70,10
468207,"uspaper","freedom of speech",23,1
468207,"uspaper","democracy",25,2
468207,"uspaper","checks and balances",24,3
468207,"uspaper","equality",23,4
468207,"uspaper","truth",5,5
468207,"uspractice","freedom",20,6
468207,"uspractice","equality",20,7
468207,"uspractice","justice",20,8
468207,"uspractice","democracy",20,9
468207,"uspractice","fairness",20,10
959404,"uspaper","equality",30,1
959404,"uspaper","voting",10,2
959404,"uspaper","freedom of speech",30,3
959404,"uspaper","freedom of religion",20,4
959404,"uspaper","self incrimination",10,5
959404,"uspractice","democracy",60,6
959404,"uspractice","voting",5,7
959404,"uspractice","freedom of speech",10,8
959404,"uspractice","freedom of religion",5,9
959404,"uspractice","miranda rights",20,10
162218,"uspaper","for the people",24,1
162218,"uspaper","justice for all",26,2
162218,"uspaper","integrity",22,3
162218,"uspaper","responsible",17,4
162218,"uspaper","assisting others",11,5
162218,"uspractice","justice",25,6
162218,"uspractice","inclusivity",10,7
162218,"uspractice","democracy",45,8
162218,"uspractice","integrity",10,9
162218,"uspractice","pride",10,10
353781,"uspaper","for the people",21,1
353781,"uspaper","liberty",30,2
353781,"uspaper","freedom",19,3
353781,"uspaper","independence",24,4
353781,"uspaper","cultural",6,5
353781,"uspractice","liberty",10,6
353781,"uspractice","freedom",25,7
353781,"uspractice","independence",23,8
353781,"uspractice","cultural pot",8,9
353781,"uspractice","money",34,10
984274,"uspaper","free expression",20,1
984274,"uspaper","legal equality",35,2
984274,"uspaper","equal opportunity",15,3
984274,"uspaper","freedom from religion",20,4
984274,"uspaper","self determination",10,5
984274,"uspractice","legal equality",35,6
984274,"uspractice","self determination",5,7
984274,"uspractice","democracy",20,8
984274,"uspractice","voting rights",35,9
984274,"uspractice","independence",5,10
107864,"uspaper","freedom",31,1
107864,"uspaper","justice",27,2
107864,"uspaper","unremovable rights",5,3
107864,"uspaper","lawful rule",15,4
107864,"uspaper","individual rights",22,5
107864,"uspractice","freedom",50,6
107864,"uspractice","loyalty",1,7
107864,"uspractice","patriotism",10,8
107864,"uspractice","christianity",31,9
107864,"uspractice","hustle",8,10
423314,"uspaper","democracy",21,1
423314,"uspaper","freedom",22,2
423314,"uspaper","capitalism",32,3
423314,"uspaper","bravery",6,4
423314,"uspaper","anti-socialism",19,5
423314,"uspractice","capitalism",20,6
423314,"uspractice","democracy",20,7
423314,"uspractice","oddities",5,8
423314,"uspractice","corruption",15,9
423314,"uspractice","for the people",40,10
561748,"uspaper","freedom of speech",20,1
561748,"uspaper","right to bear arms",10,2
561748,"uspaper","equality before the law",30,3
561748,"uspaper","privacy",30,4
561748,"uspaper","freedom of religion",10,5
561748,"uspractice","equality",20,6
561748,"uspractice","liberty",20,7
561748,"uspractice","independence",20,8
561748,"uspractice","diversity",20,9
561748,"uspractice","democracy",20,10
371598,"uspaper","democracy",18,1
371598,"uspaper","colonialism",23,2
371598,"uspaper","capitalism",32,3
371598,"uspaper","hard work",16,4
371598,"uspaper","freedom",11,5
371598,"uspractice","freedom",19,6
371598,"uspractice","freedom of speech",19,7
371598,"uspractice","religion",19,8
371598,"uspractice","capitalism",19,9
371598,"uspractice","democratic republic",24,10
279273,"uspaper","equal opportunity under the law",30,1
279273,"uspaper","the right to privacy",10,2
279273,"uspaper","a right to free speech",10,3
279273,"uspaper","a democratic process for electing our goverment",30,4
279273,"uspaper","separation of powers to balance authority",20,5
279273,"uspractice","that all people are created equal",30,6
279273,"uspractice","freedom of religion is vital",10,7
279273,"uspractice","there should be separation between church and state",15,8
279273,"uspractice","voting rights are sacred and should be not be unduly impeded",15,9
279273,"uspractice","freedom is paramount, but with guardrails that protect and empower people",30,10
549013,"uspaper","rule of law is one of the the u.s stands",20,1
549013,"uspaper","justice is another important stands",20,2
549013,"uspaper","liberty is very important value that u.s stands for",20,3
549013,"uspaper","equality is another important value that the u.s stands for",20,4
549013,"uspaper","democracy is also an important value",20,5
549013,"uspractice","democracy is one of the value that u.s. stands for",20,6
549013,"uspractice","freedom is part of what u.s stands for",20,7
549013,"uspractice","equality is one of the u.s values",20,8
549013,"uspractice","opportunity is an important part of u.s values",20,9
549013,"uspractice","individualism is an important part of u.s value",20,10
323928,"uspaper","individualism",10,1
323928,"uspaper","controlled government",40,2
323928,"uspaper","strong economy",30,3
323928,"uspaper","strong justice system",10,4
323928,"uspaper","social class",10,5
323928,"uspractice","individualism",10,6
323928,"uspractice","controlled government",40,7
323928,"uspractice","economic gain",25,8
323928,"uspractice","strong justice system",10,9
323928,"uspractice","social class",15,10
420253,"uspaper","freedom",56,1
420253,"uspaper","free speech",16,2
420253,"uspaper","limited goverment",4,3
420253,"uspaper","limited power",5,4
420253,"uspaper","democracy",19,5
420253,"uspractice","freedom",100,6
420253,"uspractice","free speech",0,7
420253,"uspractice","democracy",0,8
420253,"uspractice","trasnperency",0,9
420253,"uspractice","limited power",0,10
941460,"uspaper","population control",25,1
941460,"uspaper","power",0,2
941460,"uspaper","communism",0,3
941460,"uspaper","homosexual agenda",0,4
941460,"uspaper","money for elites",75,5
941460,"uspractice","sustainable energy",20,6
941460,"uspractice","global warming reduction",20,7
941460,"uspractice","debt ceiling relief",20,8
941460,"uspractice","racial equality",20,9
941460,"uspractice","freedom of religion",20,10
663382,"uspaper","freedom",40,1
663382,"uspaper","independence",25,2
663382,"uspaper","ambitious",15,3
663382,"uspaper","liberty",10,4
663382,"uspaper","self independence",10,5
663382,"uspractice","liberty",30,6
663382,"uspractice","diversity",20,7
663382,"uspractice","happiness",20,8
663382,"uspractice","freedom",15,9
663382,"uspractice","persuit",15,10
864947,"uspaper","freedom of speech",20,1
864947,"uspaper","liberty",16,2
864947,"uspaper","one nation undivided",19,3
864947,"uspaper","democratic government",27,4
864947,"uspaper","freedom of religion",18,5
864947,"uspractice","democracy",35,6
864947,"uspractice","freedom of expression",20,7
864947,"uspractice","freedom of religion",10,8
864947,"uspractice","compassion for vulnerable",20,9
864947,"uspractice","strong military",15,10
597840,"uspaper","freedom",41,1
597840,"uspaper","self expression",19,2
597840,"uspaper","gun rights",7,3
597840,"uspaper","national parks",14,4
597840,"uspaper","acceptance",19,5
597840,"uspractice","family",27,6
597840,"uspractice","work",37,7
597840,"uspractice","nature",7,8
597840,"uspractice","education",18,9
597840,"uspractice","perseverance",11,10
720292,"uspaper","freedom",33,1
720292,"uspaper","democracy",30,2
720292,"uspaper","equality",17,3
720292,"uspaper","hard work",5,4
720292,"uspaper","mixing pot/diversity",15,5
720292,"uspractice","independence",20,6
720292,"uspractice","liberty",20,7
720292,"uspractice","progress",20,8
720292,"uspractice","informality",20,9
720292,"uspractice","change",20,10
203707,"uspaper","liberty",20,1
203707,"uspaper","all are equal",10,2
203707,"uspaper","freedom of speech",20,3
203707,"uspaper","unity",20,4
203707,"uspaper","representative democracy",30,5
203707,"uspractice","all are equal",40,6
203707,"uspractice","democratic",30,7
203707,"uspractice","american dream",5,8
203707,"uspractice","freedom",20,9
203707,"uspractice","diversity",5,10
575278,"uspaper","freedom",24,1
575278,"uspaper","growth",23,2
575278,"uspaper","strength",32,3
575278,"uspaper","prosperity",10,4
575278,"uspaper","success",11,5
575278,"uspractice","freedom",42,6
575278,"uspractice","democracy",20,7
575278,"uspractice","strong economy",14,8
575278,"uspractice","justice",15,9
575278,"uspractice","caring",9,10
730625,"uspaper","self government",29,1
730625,"uspaper","freedom of speech",29,2
730625,"uspaper","freedom of religion",15,3
730625,"uspaper","right to vote",27,4
730625,"uspaper","right to bear arms",0,5
730625,"uspractice","right to vote",25,6
730625,"uspractice","fair trial",20,7
730625,"uspractice","support for other democracies",29,8
730625,"uspractice","religious freedom",13,9
730625,"uspractice","equality for alll",13,10
669178,"uspaper","freedom",30,1
669178,"uspaper","choice",10,2
669178,"uspaper","strength",30,3
669178,"uspaper","honor",15,4
669178,"uspaper","valor",15,5
669178,"uspractice","freedom",25,6
669178,"uspractice","victory",20,7
669178,"uspractice","strength",15,8
669178,"uspractice","power",20,9
669178,"uspractice","force",20,10
319334,"uspaper","freedom",18,1
319334,"uspaper","equality",20,2
319334,"uspaper","justice",22,3
319334,"uspaper","peace",18,4
319334,"uspaper","hope",22,5
319334,"uspractice","freedom of speech",10,6
319334,"uspractice","leadership",10,7
319334,"uspractice","being able to build a quality of life for families",10,8
319334,"uspractice","freedom of religion",15,9
319334,"uspractice","justice for all",55,10
556129,"uspaper","the u.s stands for opportunities for many people from diverse backgrounds.",20,1
556129,"uspaper","stands for freedom",15,2
556129,"uspaper","u.s stands for innovation and development",15,3
556129,"uspaper","u.s accommodates people from different diversity.",20,4
556129,"uspaper","u.s stands for democracy and power.",30,5
556129,"uspractice","u.s stands for democracy in practice",25,6
556129,"uspractice","stands for liberty",13,7
556129,"uspractice","stands for freedom",21,8
556129,"uspractice","u.s stands for advancement in technologies and research",21,9
556129,"uspractice","stands for innovation",20,10
881686,"uspaper","freedom",22,1
881686,"uspaper","democracy",22,2
881686,"uspaper","independence",22,3
881686,"uspaper","equality",17,4
881686,"uspaper","opportunity",17,5
881686,"uspractice","freedom",15,6
881686,"uspractice","democracy",20,7
881686,"uspractice","self-determination",15,8
881686,"uspractice","capitalism",40,9
881686,"uspractice","education",10,10
843590,"uspaper","diversity",20,1
843590,"uspaper","human rights",30,2
843590,"uspaper","equality",10,3
843590,"uspaper","democracy",20,4
843590,"uspaper","frreedom",20,5
843590,"uspractice","opportunity",30,6
843590,"uspractice","individualism",20,7
843590,"uspractice","diversity",20,8
843590,"uspractice","education",15,9
843590,"uspractice","civil rights",15,10
473505,"uspaper","freedom",20,1
473505,"uspaper","individualism",20,2
473505,"uspaper","equality",20,3
473505,"uspaper","democracy",20,4
473505,"uspaper","nationalism",20,5
473505,"uspractice","status quo",18,6
473505,"uspractice","traditionalism",15,7
473505,"uspractice","capitalism",23,8
473505,"uspractice","power",22,9
473505,"uspractice","money",22,10
260961,"uspaper","propaganda",4,1
260961,"uspaper","superiority",18,2
260961,"uspaper","capitalism",46,3
260961,"uspaper","bullying",8,4
260961,"uspaper","domination",24,5
260961,"uspractice","hegemony",53,6
260961,"uspractice","brutality",12,7
260961,"uspractice","terrorism",11,8
260961,"uspractice","war",11,9
260961,"uspractice","violence",13,10
439961,"uspaper","democracy",20,1
439961,"uspaper","equality",20,2
439961,"uspaper","peace",20,3
439961,"uspaper","independence",20,4
439961,"uspaper","justice",20,5
439961,"uspractice","justice",20,6
439961,"uspractice","indepenedence",20,7
439961,"uspractice","equality",20,8
439961,"uspractice","peace",20,9
439961,"uspractice","freedom",20,10
994544,"uspaper","freedom for its citizens",20,1
994544,"uspaper","justice in all actions",20,2
994544,"uspaper","safety from enemies",20,3
994544,"uspaper","ability to earn a living",25,4
994544,"uspaper","be as successful as your abilities allow.",15,5
994544,"uspractice","help the citizen achieve their full potential",20,6
994544,"uspractice","help those in need",20,7
994544,"uspractice","protect its citizens",20,8
994544,"uspractice","protect its allies",20,9
994544,"uspractice","individual freedoms while taking account the greater good of all.",20,10
454926,"uspaper","liberty",22,1
454926,"uspaper","democracy",20,2
454926,"uspaper","equality",18,3
454926,"uspaper","justice",18,4
454926,"uspaper","freedom of speech",22,5
454926,"uspractice","freedom of speech",25,6
454926,"uspractice","fair representation",11,7
454926,"uspractice","voting rights",25,8
454926,"uspractice","citizen equality",14,9
454926,"uspractice","pursuit of happiness",25,10
450599,"uspaper","freedom",55,1
450599,"uspaper","peace",26,2
450599,"uspaper","greatness",19,3
450599,"uspaper","prosperity",0,4
450599,"uspaper","love",0,5
450599,"uspractice","freedom of speech",0,6
450599,"uspractice","freedom to protest",20,7
450599,"uspractice","freedom to obtain a firearm",80,8
450599,"uspractice","freedom to a fair trial",0,9
450599,"uspractice","freedom to defend one self from danger",0,10
106510,"uspaper","freedom",20,1
106510,"uspaper","equality",20,2
106510,"uspaper","the pursuit happiness",20,3
106510,"uspaper","family",20,4
106510,"uspaper","belief in god",20,5
106510,"uspractice","party loyalty",20,6
106510,"uspractice","greed",20,7
106510,"uspractice","freedom suppression",20,8
106510,"uspractice","immorality",10,9
106510,"uspractice","jewish supremacy",30,10
627988,"uspaper","freedom of speech",19,1
627988,"uspaper","justice for all",17,2
627988,"uspaper","liberty",43,3
627988,"uspaper","free choice",14,4
627988,"uspaper","property ownership",7,5
627988,"uspractice","democracy",28,6
627988,"uspractice","civil rights",19,7
627988,"uspractice","freedom",19,8
627988,"uspractice","choice",22,9
627988,"uspractice","justice",12,10
128015,"uspaper","liberty",16,1
128015,"uspaper","equality",27,2
128015,"uspaper","justice",24,3
128015,"uspaper","democracy",22,4
128015,"uspaper","individualism",11,5
128015,"uspractice","freedom",22,6
128015,"uspractice","opportunity",22,7
128015,"uspractice","innovation",13,8
128015,"uspractice","diversity",26,9
128015,"uspractice","global leadership",17,10
360162,"uspaper","our freedom",20,1
360162,"uspaper","loyal",20,2
360162,"uspaper","trust",20,3
360162,"uspaper","government",20,4
360162,"uspaper","laws",20,5
360162,"uspractice","trust",20,6
360162,"uspractice","free",20,7
360162,"uspractice","aamerican",20,8
360162,"uspractice","laws",20,9
360162,"uspractice","order",20,10
248417,"uspaper","liberty",20,1
248417,"uspaper","freedom",27,2
248417,"uspaper","independence",35,3
248417,"uspaper","justice",15,4
248417,"uspaper","compassion",3,5
248417,"uspractice","money",28,6
248417,"uspractice","power",36,7
248417,"uspractice","greed",15,8
248417,"uspractice","compassion",4,9
248417,"uspractice","authority",17,10
679173,"uspaper","individual liberty",30,1
679173,"uspaper","pursuit of happiness",9,2
679173,"uspaper","open and fair elections",23,3
679173,"uspaper","quality education",16,4
679173,"uspaper","safe food and water",22,5
679173,"uspractice","democratically elected representatives",43,6
679173,"uspractice","free speech",24,7
679173,"uspractice","freedom of religion",13,8
679173,"uspractice","free-trade",14,9
679173,"uspractice","a multicultural society",6,10
483764,"uspaper","unity",10,1
483764,"uspaper","equality",10,2
483764,"uspaper","liberty",41,3
483764,"uspaper","diversity",10,4
483764,"uspaper","self-governing",29,5
483764,"uspractice","war",30,6
483764,"uspractice","stealing",14,7
483764,"uspractice","power",22,8
483764,"uspractice","hypocriticism",20,9
483764,"uspractice","division",14,10
817339,"uspaper","life",20,1
817339,"uspaper","liberty",20,2
817339,"uspaper","pursuit of happiness",20,3
817339,"uspaper","freedom",20,4
817339,"uspaper","equality",20,5
817339,"uspractice","selfishness",20,6
817339,"uspractice","control of people",20,7
817339,"uspractice","litigation",20,8
817339,"uspractice","lack of freedom",20,9
817339,"uspractice","inequilty",20,10
660954,"uspaper","speech expression",30,1
660954,"uspaper","worship",11,2
660954,"uspaper","self-defense",9,3
660954,"uspaper","personal choice",50,4
660954,"uspaper","blank",0,5
660954,"uspractice","justice",30,6
660954,"uspractice","freedom",10,7
660954,"uspractice","opportunity",10,8
660954,"uspractice","caring",10,9
660954,"uspractice","laws",40,10
983832,"uspaper","freedom of speech",25,1
983832,"uspaper","bear arms",35,2
983832,"uspaper","private property",10,3
983832,"uspaper","no double jeopardy",20,4
983832,"uspaper","other rights",10,5
983832,"uspractice","freedom of speech",35,6
983832,"uspractice","democracy",20,7
983832,"uspractice","safety",10,8
983832,"uspractice","liberty",20,9
983832,"uspractice","financial stability",15,10
741867,"uspaper","opportunity to succeed",40,1
741867,"uspaper","freedom of speech",15,2
741867,"uspaper","the right to bear arms",10,3
741867,"uspaper","being able to choose who you marry",21,4
741867,"uspaper","being able to own land",14,5
741867,"uspractice","living your life the way you want",15,6
741867,"uspractice","being able to vote on government officials",31,7
741867,"uspractice","being able to vote on laws",40,8
741867,"uspractice","having the chance to succeed",10,9
741867,"uspractice","defending your beliefs",4,10
403527,"uspaper","peace",20,1
403527,"uspaper","equality",20,2
403527,"uspaper","right to happiness",20,3
403527,"uspaper","freedom of religion",20,4
403527,"uspaper","justice",20,5
403527,"uspractice","freedom",20,6
403527,"uspractice","equality",20,7
403527,"uspractice","justice",20,8
403527,"uspractice","democracy",20,9
403527,"uspractice","liberty",20,10
774114,"uspaper","democracy",25,1
774114,"uspaper","liberty",15,2
774114,"uspaper","equality",21,3
774114,"uspaper","justice",14,4
774114,"uspaper","opportunity",25,5
774114,"uspractice","democracy",20,6
774114,"uspractice","liberty",20,7
774114,"uspractice","justice",20,8
774114,"uspractice","opportunity",20,9
774114,"uspractice","equality",20,10
974921,"uspaper","democracy",50,1
974921,"uspaper","freedom",25,2
974921,"uspaper","equality",10,3
974921,"uspaper","patriotism",5,4
974921,"uspaper","security",10,5
974921,"uspractice","democracy",50,6
974921,"uspractice","freedom",20,7
974921,"uspractice","equality",10,8
974921,"uspractice","security",15,9
974921,"uspractice","individual rights",5,10
770569,"uspaper","freedom",40,1
770569,"uspaper","capitalism",15,2
770569,"uspaper","independence",20,3
770569,"uspaper","brotherhood",5,4
770569,"uspaper","justice",20,5
770569,"uspractice","freedom",35,6
770569,"uspractice","capitalism",25,7
770569,"uspractice","generosity",10,8
770569,"uspractice","comradere",10,9
770569,"uspractice","justice",20,10
778738,"uspaper","democracy",40,1
778738,"uspaper","liberty",20,2
778738,"uspaper","equality",10,3
778738,"uspaper","rule of law",10,4
778738,"uspaper","opportunity",20,5
778738,"uspractice","innovation",19,6
778738,"uspractice","diversity",10,7
778738,"uspractice","freedom",20,8
778738,"uspractice","prosperity",24,9
778738,"uspractice","individual right",27,10
881899,"uspaper","freedom",50,1
881899,"uspaper","individuality",10,2
881899,"uspaper","equality",10,3
881899,"uspaper","democracy",20,4
881899,"uspaper","justice",10,5
881899,"uspractice","freedom",20,6
881899,"uspractice","freedom of speech",20,7
881899,"uspractice","democracy",20,8
881899,"uspractice","independance",20,9
881899,"uspractice","justice",20,10
967149,"uspaper","democracy",50,1
967149,"uspaper","freedom",10,2
967149,"uspaper","religious freedom",10,3
967149,"uspaper","equal opportunity for all",10,4
967149,"uspaper","fairness",20,5
967149,"uspractice","every citizen has a voice in the governing",10,6
967149,"uspractice","every person is equal",10,7
967149,"uspractice","there will be no monarchy",10,8
967149,"uspractice","the will of the people will be heard and obeyed",30,9
967149,"uspractice","free and fair elections will take place",40,10
348601,"uspaper","democratic society",20,1
348601,"uspaper","civil freedom",20,2
348601,"uspaper","civil liberties",20,3
348601,"uspaper","equality amongst all",20,4
348601,"uspaper","inclusion of all",20,5
348601,"uspractice","democracy",20,6
348601,"uspractice","liberty and justice",20,7
348601,"uspractice","freedom",20,8
348601,"uspractice","equality",20,9
348601,"uspractice","inclusiveness",20,10
692548,"uspaper","equality",30,1
692548,"uspaper","individual autonomy",9,2
692548,"uspaper","individual rights",24,3
692548,"uspaper","freedom of speech",15,4
692548,"uspaper","freedom of conscience",22,5
692548,"uspractice","equality of opportunity",25,6
692548,"uspractice","capitalism",25,7
692548,"uspractice","individual freedom",21,8
692548,"uspractice","representative democracy",14,9
692548,"uspractice","nationalism",15,10
384796,"uspaper","freedom",20,1
384796,"uspaper","pursuit of happiness",20,2
384796,"uspaper","equality",20,3
384796,"uspaper","privacy",20,4
384796,"uspaper","individualism",20,5
384796,"uspractice","capitalism",50,6
384796,"uspractice","control",30,7
384796,"uspractice","freedom",5,8
384796,"uspractice","patriotism",10,9
384796,"uspractice","individualism",5,10
412836,"uspaper","equality",22,1
412836,"uspaper","achievement",21,2
412836,"uspaper","materialism",16,3
412836,"uspaper","individuality",11,4
412836,"uspaper","progression",30,5
412836,"uspractice","money-making",27,6
412836,"uspractice","equality",15,7
412836,"uspractice","individuality",28,8
412836,"uspractice","assertiveness",20,9
412836,"uspractice","time",10,10
153420,"uspaper","separation of powers",20,1
153420,"uspaper","checks and balances",20,2
153420,"uspaper","freedom of choice",20,3
153420,"uspaper","equality",20,4
153420,"uspaper","democracy",20,5
153420,"uspractice","freedom of speech",30,6
153420,"uspractice","help those less fortunate",20,7
153420,"uspractice","religious choice",20,8
153420,"uspractice","job choice",20,9
153420,"uspractice","higher education",10,10
320586,"uspaper","human rights",30,1
320586,"uspaper","equality",40,2
320586,"uspaper","elected officials",10,3
320586,"uspaper","equal races",10,4
320586,"uspaper","equal pay",10,5
320586,"uspractice","freedom from searchs",5,6
320586,"uspractice","freedom of speech",10,7
320586,"uspractice","right to assemble",10,8
320586,"uspractice","protection from government",10,9
320586,"uspractice","ability to vote",65,10
240487,"uspaper","freedom",47,1
240487,"uspaper","war",14,2
240487,"uspaper","diversity",16,3
240487,"uspaper","culture",7,4
240487,"uspaper","law",16,5
240487,"uspractice","freedom",23,6
240487,"uspractice","dominance",27,7
240487,"uspractice","culture",12,8
240487,"uspractice","diversity",16,9
240487,"uspractice","republic",22,10
151943,"uspaper","freedom of speech",20,1
151943,"uspaper","democratic government",20,2
151943,"uspaper","right bear arms",20,3
151943,"uspaper","pursuit of happiness",20,4
