CaseId,WEIGHT,RND_00,RND_01,Q1A,Q1B,Q1C,Q1D,Q1E,Q2,Q2_TEXT,CONDITION1,CONDITION2,CONDITION3,ORDERA,ORDERB,ORDERC,ORDERD,ORDERE,Q3A,Q3B,Q3C,Q3D,Q4,Q5,Q6,Q7,NOV5,NOV7,NOV7_OE,PartyID7,PartyID5,IDEO,RELIG,RELIG_OE,ATTEND,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,INCOME4,INCOME9,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
747,1.52658263,1,1,Equal rights,Ability to succeed,Openess and acceptance,Freedom of religion or no religion,Freedom of choice,1,Equal rights,,"Women's rights when for example abortion is being banned or limited.

Threats of not supporting people of all sexual/gender orientation.",,5,3,1,2,4,5,2,2,6,3,5,5,3,4,1,,2,1,3,11,,1,11/18/2024 21:59,11/22/2024 8:36,6,2,1,Desktop,1,52,3,4,1,5,1,1,18,4,9,CA,4,9,1,1,1,1,4,4,#NULL!,#NULL!,1,1,2
751,0.42604128,1,0,Promise,Freedom,Happiness,Freedom of speech,Integrity,2,Freedom,,"I don't seem they are working for the people, just taking taxpayers money, and only concern for their on benefits",,5,3,1,2,4,6,6,6,2,3,2,4,6,4,2,,7,5,3,1,,1,11/20/2024 12:21,11/21/2024 11:10,13,2,1,Smartphone,1,68,4,6,1,3,3,1,6,1,3,NE,2,4,0,0,2,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
761,1.91708104,2,0,Natural/Inalienable Rights,Equality,Majority Rule,Rule of Law,Separation of Powers,1,Natural/Inalienable Rights,,,"A person's God given rights which cannot be given to or taken away by another person, or
by any government.",3,2,5,1,4,1,7,7,1,3,4,1,1,4,2,,7,5,5,12,,8,11/18/2024 17:05,11/18/2024 20:27,27,2,1,Desktop,2,66,4,6,2,4,3,6,3,1,2,CA,4,9,1,1,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
762,2.50061984,0,1,Family,Peace,Freedom of speech,Freedom of religion,Freedom to work,2,Peace,"We need all people, political parties, etc to learn to get along, respect each others opinions and what they stand for.",,,5,4,1,2,3,7,7,6,1,3,4,5,6,4,2,,7,5,5,1,,8,11/27/2024 11:26,11/27/2024 11:31,5,2,1,Desktop,1,70,4,6,1,2,1,5,13,3,7,IL,2,3,1,1,3,1,4,3,0,0,0,0,3
765,0.96115060,1,0,Freedom,Democracy,American dream,Safety,Equality,1,Freedom,,Hhhhhhhhffffccfgtggbjkk j gffhhhgfcggghbbyhgv hgvvff. Hg bgb. Bbbbbbccccvhbv. Ggbb bggbgfcc. Bbbbgggv,,5,2,4,1,3,6,7,7,1,2,2,3,6,1,#NULL!,,4,3,3,9,,1,11/19/2024 13:08,11/19/2024 13:13,5,2,1,Smartphone,1,49,3,4,1,2,1,1,6,1,3,TN,3,6,1,1,2,1,4,6,#NULL!,#NULL!,#NULL!,1,5
779,0.92508921,0,0,Freedom,Equality,Democracy,Ownership,Family,1,Freedom,The ability to do what one wants when they want without restriction or oversight from others. Something many people in the world do not have,,,1,3,5,4,2,2,3,4,4,5,4,4,4,4,2,,6,5,3,5,,2,11/18/2024 17:55,11/21/2024 15:23,4,2,1,Smartphone,2,30,2,2,1,5,5,1,6,1,3,CA,4,9,1,1,2,1,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
786,0.22291269,1,0,Freedom of speech,The right to bare arms,Liberty and the pursuit of happiness,Equality,Accountability and justice,1,Freedom of speech,,"There is censorship everywhere. It seems if you say something that’s against the script you are  banned, blocked or removed from the platform. Speaking  the truth  is unwanted and punished.",,4,3,1,2,5,7,4,4,2,3,1,1,7,2,#NULL!,,4,3,-1,12,,2,11/18/2024 21:31,11/18/2024 21:44,13,2,1,Smartphone,2,63,4,5,1,2,3,1,8,2,4,CA,4,9,1,1,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
789,0.34889337,1,0,capital,speech,individuality,bear arms,equality,1,capital,,if individuals have capital regardless of race or ethnicity it gives the power of influence and lifestyle here in the US.,,5,1,3,2,4,6,7,7,1,3,2,3,5,4,3,Jill stein,3,2,3,12,,6,12/1/2024 18:56,12/1/2024 19:01,6,2,1,Desktop,2,23,1,1,2,4,5,1,6,1,3,OH,2,3,1,1,2,3,4,2,0,1,0,0,1
792,1.38310831,1,1,Liberty,Freedom,Justice,Equality,Representative government,1,Liberty,,"The federal government is becoming too big, and is trying to regulate aspects of American life that it should not have any authority over.",,4,2,5,3,1,6,6,2,3,4,3,3,5,4,1,,5,4,3,10,,1,11/18/2024 23:00,11/18/2024 23:05,5,2,1,Smartphone,1,41,2,3,1,5,1,1,14,4,8,CA,4,9,1,1,2,2,4,4,#NULL!,2,#NULL!,#NULL!,2
794,1.08694914,0,0,Freedom of Assembly,Liberty,Freedom of religion,Free to viye,Equality of all,5,Equality of all,"Each has inalienable rights, has equal protection under the law. Each has an equal vote and can freely petition government without penalty",,,3,2,5,1,4,6,5,7,5,4,4,2,5,4,1,,4,3,3,2,,7,11/20/2024 12:50,11/20/2024 12:55,5,2,1,Smartphone,2,60,4,5,1,5,1,5,12,3,7,IL,2,3,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,1
795,0.76945612,0,1,Integrity,Honesty,Liberty,Democracy,Inclusion,3,Liberty,"Through fair elections, even when the outcome is not what we want.
Through fair and evenly applied justice.",,,4,1,2,3,5,5,6,5,3,3,4,3,3,4,1,,1,1,3,1,,8,11/18/2024 20:31,11/18/2024 20:36,5,2,1,Desktop,1,70,4,6,1,2,1,5,11,3,6,OH,2,3,1,1,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,2
796,1.40340026,2,1,Equaity,Independence,Justice,Liberty,Loyalty,2,Independence,,,Being able to stand on your own and be successfully stand on your own. Not relying on anyone else and being man of your word,4,5,3,2,1,3,4,4,4,5,3,4,5,2,#NULL!,,4,3,4,11,,3,11/21/2024 6:03,11/21/2024 6:07,4,2,1,Smartphone,2,31,2,2,1,2,4,1,9,2,5,TX,3,7,1,0,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
809,2.47830075,0,0,common good,self evident truth,equality,"freedom, rightly understood",we the people,1,common good,My favorite common good is the public library.  It is there as a multifaceted resource for everyone!,,,4,5,2,3,1,6,3,2,5,4,6,6,6,4,1,,1,1,1,2,,8,11/19/2024 8:11,11/19/2024 8:20,9,2,1,Desktop,2,81,4,7,1,5,5,5,11,3,6,CO,4,8,1,1,1,1,3,2,#NULL!,#NULL!,#NULL!,#NULL!,1
812,1.25528831,0,1,Safe,Reliable,Meaningful,Fair,Equal,5,Equal,As of right now we are all treated equally.  Not just race but also by gender. By making sure this is happening it help me to feel like I am truly apart of the United States of America.,,,1,2,5,3,4,5,6,6,6,5,6,3,1,4,1,,1,1,3,1,,5,11/19/2024 14:30,11/19/2024 14:34,4,2,1,Smartphone,1,56,3,5,2,2,1,1,12,3,7,NC,3,5,1,1,1,4,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
815,0.34471668,2,1,Freedom of speach,The right to bear arms,That the government of of the people and BY the people and FOR the people,"That we, the people, are to take down the government when it goes against our rights",Freedom of religion. Never to be taken away!,5,Freedom of religion. Never to be taken away!,,,"We are no longer under the tyranny of the British government, forcing us to follow the catholic beliefs, but , can choose to worship the one and only, true God in the way that we choose without any government involvement.",2,4,3,1,5,7,5,6,1,5,2,1,7,4,2,,7,5,5,1,,8,11/19/2024 6:50,11/19/2024 6:56,6,2,1,Smartphone,2,59,3,5,1,3,1,1,10,2,6,MO,2,4,0,1,1,1,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
817,0.46191927,0,1,freedom,liberty,democracy,diversity,success,1,freedom,"The American people are free to choose their desired path. Whether that means freedom to choose career, education level, location of where they live, freedom to think and act the way they choose. Freedom covers several aspects of the American peoples' lives.",,,3,4,5,2,1,5,3,3,5,5,5,6,3,4,1,,2,1,3,2,,2,11/19/2024 15:57,11/19/2024 16:02,5,2,1,Desktop,2,32,2,2,1,4,5,1,11,3,6,WI,2,3,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
820,3.34151831,1,1,democracy,rule of law,american dream,equality,love of country,2,rule of law,,freedom of speech. equality for all citizens. swift justice for all. fairness in judgement. fair treatment of all human beings,,5,3,4,1,2,1,2,3,2,3,4,6,2,3,#NULL!,,7,5,1,2,,5,11/18/2024 20:56,11/19/2024 11:36,3,2,1,Desktop,1,47,3,4,6,2,1,1,9,2,5,CA,4,9,1,1,1,4,4,4,#NULL!,#NULL!,#NULL!,2,2
821,0.45975166,2,1,protection of rights,freedom of religion,equality of citizens,free enterprise,privacy,1,protection of rights,,,"the constitution protects individual rights from government interference. our rights include: freedom of speech, right to bear arms, right to a jury trial, freedom of religion, right to privacy and right to own property",3,1,2,5,4,5,4,5,4,4,4,3,6,4,1,,2,1,3,2,,9,11/18/2024 20:50,11/18/2024 20:59,10,2,1,Desktop,2,73,4,6,1,4,5,5,9,2,5,NJ,1,2,1,1,1,3,3,6,0,0,0,0,6
827,0.31014384,1,0,Independence,Prosperity,Liberty,Justice,Prosperity,2,Prosperity,,Sourcing massive amounts of goods from other countries. Also jobs. Enabling illegal immigrants to enter this country,,4,1,3,5,2,5,5,7,2,2,2,7,7,4,2,,7,5,5,2,,3,11/19/2024 5:59,11/19/2024 6:03,4,2,1,Smartphone,2,56,3,5,1,3,3,1,10,2,6,OH,2,3,1,1,2,2,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
834,0.81729978,2,1,Equality,Opportunity,General Wellbeing,Liberty,Rule of Law,5,Rule of Law,,,Every citizen is bound by the same laws.  No one is above the law.  Every defendant is entitled to a fair hearing before a jury of their peers.,3,4,5,1,2,5,3,5,5,3,5,2,6,4,1,,1,1,1,2,,2,11/19/2024 2:00,11/19/2024 2:11,12,2,1,Desktop,2,72,4,6,1,5,5,5,5,1,3,NY,1,2,1,1,2,3,4,1,0,0,0,0,1
841,1.51331826,0,0,Freedom,Liberty,Profit,Independence,Growth,1,Freedom,America has always been the land of the free. They got free labor from the slaves...and free land from the native Americans.,,,3,1,5,2,4,6,6,7,1,4,2,4,6,4,1,,2,1,3,1,,3,11/19/2024 6:00,11/19/2024 6:05,6,2,1,Smartphone,1,51,3,4,2,4,1,5,11,3,6,TX,3,7,1,1,1,1,3,6,#NULL!,#NULL!,#NULL!,2,4
843,4.42441311,0,0,Comstitution,Free will,Womens rights,End wars,World Peace,5,World Peace,I do not think they are living up to it America needs God and alot of things to be changed. We need a different president someone who will actually do something for all Americans and not try to cut all the things that people really need in this world..,,,4,3,1,2,5,6,6,6,4,5,2,2,6,4,1,,1,1,4,1,,4,11/20/2024 22:20,11/20/2024 22:30,10,2,1,Smartphone,1,61,4,5,1,1,1,2,6,1,3,FL,3,5,0,1,1,4,4,5,0,0,0,0,5
845,1.25531407,0,0,Being free,Money,Happieness,Health,Liberty,5,Liberty,People seem to be free and do what they want.they have a choice in were they go or what they want to do.,,,2,5,1,3,4,5,5,5,1,3,1,2,5,4,2,,7,5,3,9,,1,11/19/2024 19:36,11/19/2024 19:46,10,2,1,Smartphone,1,45,3,4,1,2,1,1,10,2,6,WV,3,5,0,1,1,1,4,5,#NULL!,#NULL!,1,1,3
846,1.79905248,2,1,liberalism,freedom,democracy,patriotism,freedom of speech,1,liberalism,,,"rights of the individual, to property, and equality before the law consent to be governed, and politcal equality",4,1,2,3,5,5,4,2,5,1,3,3,2,4,1,,1,1,3,1,,2,11/22/2024 12:25,11/29/2024 11:57,4,2,1,Desktop,1,25,1,2,1,4,5,1,18,4,9,IL,2,3,1,1,1,1,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
852,2.76407117,2,1,Voting rights,Education,Race equality,Safe environment,Gun control,1,Voting rights,,,Freedom to vote as a citizen of United States without out recourse. Allow for mail in ballots nationwide,2,1,4,5,3,6,5,4,98,5,3,2,6,4,1,,1,1,1,2,,2,11/18/2024 17:17,11/18/2024 17:23,6,2,1,Desktop,1,76,4,7,1,2,1,5,12,3,7,NV,4,8,1,1,1,1,3,2,0,0,0,0,1
858,0.52086704,0,1,Freedom,Personal success,Family,Religious freedom,Protection,1,Freedom,Freedom is carried out in society by citizens being able to vote for candidates who align with your personal views on issues facing society.,,,1,5,4,3,2,6,6,6,2,2,1,5,4,4,2,,6,5,4,1,,6,11/19/2024 11:06,11/19/2024 11:11,6,2,1,Smartphone,2,33,2,2,1,3,1,7,10,2,6,OH,2,3,0,1,1,1,4,4,#NULL!,#NULL!,1,#NULL!,3
862,0.35386073,2,1,Equality,prosperity,no segregration,religious freedom,sexual freedom,1,Equality,,,"I believe equality is most important because it should not matter what sex you are, color relegion, nationality,etc",2,5,1,4,3,6,6,5,2,5,2,2,6,4,1,,4,3,4,12,,2,11/18/2024 16:30,11/18/2024 16:44,10,2,1,Smartphone,1,79,4,7,1,3,1,5,5,1,3,OR,4,9,1,1,1,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,2
865,0.57001439,2,0,Freedom of speech,Right to bear arms,Pursuit of happiness,Government for the people,Freedom of choice,4,Government for the people,,,"The elected officials work on the people's agenda not their own, most politicians are just looking out for themselves",2,1,4,5,3,6,7,7,1,5,1,7,2,4,1,,4,3,3,1,,1,11/19/2024 5:35,11/19/2024 5:41,6,2,1,Smartphone,1,64,4,5,1,3,1,5,14,4,8,FL,3,5,1,1,1,1,3,3,0,0,0,0,3
870,0.50351692,1,1,Dream,Opportunity,Try,value,Helping,2,Opportunity,,The Us give all an equal opportunity to fulfill dreams and visions. I think America is what you make it.,,4,3,2,1,5,2,3,5,5,5,4,6,2,1,#NULL!,,4,3,3,12,,8,11/20/2024 19:55,11/26/2024 19:00,7,2,1,Smartphone,2,34,2,2,2,3,1,4,1,1,1,MD,3,5,1,1,1,2,4,6,#NULL!,1,3,#NULL!,2
872,0.73627100,2,0,Individualism,Freedom,Resilience,Grit,Balance,2,Freedom,,,"Freedom is the ability to live as one chooses, with minimal restrictions for the safety of others. Freedom of speech, religion, etc.",2,4,1,3,5,7,7,7,2,1,1,1,7,4,1,,3,2,1,9,,1,11/19/2024 9:07,11/19/2024 9:15,9,2,1,Desktop,2,29,1,2,1,4,1,1,11,3,6,KY,3,6,1,1,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
878,1.21645245,2,0,Truth,Juctice,Independence,Freedom,Individual,3,Independence,,,"The individual can work toward whatever is their intrest if the individual is not interested in university they can pursue all kinds of work where you learn on the job. Also,
Try out different ways.",5,1,2,4,3,5,5,5,4,4,5,6,4,4,2,,6,5,3,11,,1,11/23/2024 15:15,11/23/2024 15:27,12,2,1,Smartphone,2,73,4,6,1,3,3,5,9,2,5,FL,3,5,1,1,2,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
880,0.88757064,1,1,Freedom,Free Enterprise/Capitalism,Progress/Science/Technology,Equal Opportunity,Individualism/Privacy,1,Freedom,,Many ways that the government during the last 4 years was censoring people and cutting off access from social media platforms.,,3,4,5,2,1,4,5,6,2,5,3,3,3,4,2,,7,5,5,2,,4,11/20/2024 0:01,11/20/2024 0:12,12,2,1,Desktop,1,59,3,5,1,3,5,1,11,3,6,LA,3,7,1,1,1,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
882,0.30545586,2,1,Democracy,Human rights,Freedom of speech,Economy,The constitution,4,Economy,,,Signing bills that will help all people to maintain a living and health to benefits every family and buisness people own.,2,5,3,4,1,4,3,2,3,4,5,4,5,1,#NULL!,,4,3,4,11,,1,11/20/2024 14:42,11/20/2024 14:48,6,2,1,Smartphone,1,59,3,5,2,2,4,1,6,1,3,NJ,1,2,1,0,2,1,4,2,#NULL!,1,#NULL!,#NULL!,1
883,1.18498407,2,0,freedom of speach,freedom of religion,right to life,right to vote,right to marry,2,freedom of religion,,,freedom to worship who and where you choose freedom to gather to worship in the way you choose as long as it doesn't harm anyone else,2,3,1,5,4,5,3,5,3,5,4,3,6,4,2,,7,5,5,1,,6,11/18/2024 18:08,11/18/2024 18:14,4,2,1,Desktop,2,82,4,7,1,2,1,5,5,1,3,IL,2,3,1,1,1,1,2,1,0,0,0,0,1
886,0.50670824,2,1,Provide for our defense,Justice for all,Equality for all,Freedom for everyone,Help out neighbors hear and abroad,4,Freedom for everyone,,,That everyone on here have freedom of speech and other freedoms listed in the constitution. Also that we are free to live  and love how we choose. We should all have freedom of lots of choices life bring our way including women's rights over their own bodies.,1,5,2,3,4,6,4,3,3,4,3,7,5,4,1,,1,1,2,12,,4,11/18/2024 20:51,11/18/2024 21:02,12,2,1,Smartphone,2,60,4,5,1,3,3,6,4,1,2,WI,2,3,0,1,3,4,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
889,0.86264476,2,1,To live life the way we want,To be able to defend ourselves if needed,Happiness,Kindness,Under God,1,To live life the way we want,,,"To live my values, ethics, and beliefs the way I want. As long as I am not hurting myself or others.",2,4,5,1,3,7,7,7,3,4,3,5,5,4,1,,2,1,3,10,,1,12/1/2024 12:23,12/1/2024 12:35,11,2,1,Smartphone,2,60,4,5,1,3,4,1,13,3,7,OR,4,9,1,1,2,1,4,3,0,0,0,0,3
890,0.73172580,1,0,Righ to vote,Right to speak,Right to worship,Right to bear ar,Right to love,3,Right to worship,,Allowed to pray. Allowing us to worship..respect the lord and God.  Allowed to worship where I. Want at the place and time I want,,1,3,2,4,5,7,5,6,7,2,2,4,3,2,#NULL!,,6,5,3,2,,4,11/29/2024 2:05,11/29/2024 2:12,7,2,1,Desktop,1,57,3,5,2,3,4,1,9,2,5,CT,1,1,1,0,1,2,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
891,1.18188035,0,1,Equal protection under the law,Religious freedom,The right to protect oneself and property by bearing arms,A union of states with individual rights,Freedom of speech,1,Equal protection under the law,I don't know if this is true currently.  You have one person prosecuted to the point of harassment while others guilty of the same infraction go without a thought to their crimes.,,,5,1,2,4,3,7,2,2,2,5,4,7,2,4,2,,7,5,5,1,,1,11/23/2024 21:42,11/23/2024 21:52,10,2,1,Smartphone,1,51,3,4,1,4,1,1,15,4,8,TX,3,7,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
893,1.28888600,1,0,We the peolple,Created equal,Pursuit of happiness,Perfect union,Separation of church and state,2,Created equal,,"Diversity is what originally built this country because EVERYONE was from somewhere else. We are all CREATED equal and all have families, bleed red and are related from the beginning of time in some way.",,4,5,2,3,1,6,3,5,4,5,4,2,3,4,98,,2,1,3,2,,4,11/20/2024 1:21,11/20/2024 1:32,11,2,1,Smartphone,1,63,4,5,5,4,5,1,10,2,6,FL,3,5,1,1,2,2,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
896,1.20638908,0,0,Free speech,Freedom of religion,Prosperity,Honesty,Love thy neighboe,1,Free speech,"Being able to express our opinions without being censored on media plarforms, and being able to speak our minds freely in public",,,2,1,3,5,4,2,2,2,4,4,4,6,5,4,2,,7,5,5,12,,1,11/18/2024 16:03,11/18/2024 16:13,10,2,1,Desktop,2,72,4,6,1,3,3,5,10,2,6,NV,4,8,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
899,0.23520335,1,0,Economic mobility,Stability,Religious freedom,Individualism,Limited government,1,Economic mobility,,Powerful interests like corporations and wealthy individuals can more easily pull the levers of power to get laws and regulations passed that favor them.,,2,4,3,1,5,6,4,2,4,2,2,1,5,4,1,,2,1,1,9,,2,11/19/2024 16:41,11/19/2024 16:50,9,2,1,Smartphone,1,30,2,2,1,4,1,1,17,4,9,CA,4,9,1,1,2,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
903,1.21952620,2,0,All men created equal,Justice for all,Religious freedom,Checks and balances,Separation of powers,1,All men created equal,,,"All people have the right to be heard, be valued,to be treated with dignity and respect. To live in a free and democratic society. Equal opportunities with no tyranny or dictatorship.",2,4,3,5,1,7,7,6,2,4,2,1,7,4,1,,3,2,2,11,,1,11/18/2024 17:48,11/18/2024 20:11,13,2,1,Desktop,2,67,4,6,5,3,5,2,8,2,4,WA,4,9,0,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
905,0.67607006,2,1,integrity,respect,compassion,balance,growth,3,compassion,,,Compassion involves feeling for another and is a precursor to empathy. It involves allowing ourselves to be moved by suffering to help alleviate and prevent it.,5,4,2,3,1,6,6,6,6,2,2,4,5,4,1,,2,1,3,11,,1,11/23/2024 15:55,11/23/2024 15:59,5,2,1,Desktop,1,35,2,3,1,2,1,6,5,1,3,GA,3,5,0,1,2,2,5,3,#NULL!,#NULL!,#NULL!,#NULL!,3
918,0.80925855,1,0,freedom of press,freedom of speech,freedom to assemble,freedom/right to vote,choice of religion,4,freedom/right to vote,,US IS living up to its promise of freedom/right to vote. Because some idiots have sought to cast doubt in our minds that our elections are not honorable is a lie. Remembering when blacks were denied their right to vote I'm overjoyed that black people can vote today.,,4,5,2,1,3,5,3,3,5,4,5,3,5,4,1,,1,1,3,2,,2,11/23/2024 12:48,11/23/2024 12:58,14,2,1,Desktop,2,79,4,7,1,5,3,1,7,2,4,OH,2,3,1,1,1,2,4,2,#NULL!,#NULL!,#NULL!,#NULL!,1
920,1.76639010,0,1,Freedom,Equality,Right to ownership,Freedom of speech,98,1,Freedom,Allowing people to do what they want and how they want without fear of being treated differently for what they belive.,,,2,3,5,1,4,5,4,4,5,5,4,4,5,4,98,,1,1,2,1,,3,11/18/2024 22:24,11/24/2024 7:38,6,2,1,Smartphone,2,43,2,3,2,5,1,1,9,2,5,FL,3,5,1,1,1,1,3,5,#NULL!,#NULL!,2,1,2
921,1.11356792,2,1,Freedom,Equally,Diveristy,Speech,Race,1,Freedom,,,Choices .  Can do what you want.  Be who you want  come and go as please.you can work wear what you u want,4,1,2,5,3,7,7,7,1,5,4,4,2,4,2,,6,5,3,11,,1,11/18/2024 19:06,11/18/2024 19:23,17,2,1,Desktop,2,55,3,5,1,2,1,1,13,3,7,MI,2,3,0,1,1,1,3,3,#NULL!,#NULL!,#NULL!,#NULL!,3
922,1.19502369,1,1,Lower gas prices,Cheaper store prices,Every body get along,98,98,1,Lower gas prices,,One day it’s up then it comes down it’s never the same they say gas prices are going down but they don’t,,4,5,3,2,1,4,6,6,1,5,4,4,5,1,#NULL!,,3,2,2,1,,1,11/20/2024 8:34,11/21/2024 9:29,16,2,1,Smartphone,2,60,4,5,1,2,1,6,3,1,2,MD,3,5,1,1,1,1,3,2,0,0,0,0,2
926,1.73472400,0,1,Justice,Liberty,Honesty,Compassion,Rationslity,3,Honesty,Honesty does not appear to be a high priority in our current civic discourse. But it is the foundation on which all other values depend.,,,5,4,3,1,2,5,4,4,5,3,2,2,6,4,1,,3,2,2,14,Baha’i,8,11/18/2024 19:27,11/18/2024 20:10,44,2,1,Desktop,1,71,4,6,1,5,1,5,14,4,8,OR,4,9,1,1,1,2,4,3,0,0,0,0,3
930,1.30867169,1,0,Freedom,Right of Choice,Independence,Equality,A Voice,1,Freedom,,"I feel it is living up to its promise. I have the freedom to choose my career, where I live, who I love, and how I worship. This is the same right that every American has.",,2,3,5,4,1,4,5,4,3,5,2,3,4,4,2,,4,3,3,1,,8,11/18/2024 21:23,11/18/2024 21:33,10,2,1,Desktop,1,61,4,5,1,4,4,1,14,4,8,NC,3,5,0,0,1,1,4,1,0,0,0,0,1
939,2.31347779,0,1,honest living,hard wok,family,helping others,diversity,3,family,The us tends to stress the need for each of us to care for ourselves and our loved ones. From child care to senior living it is a very important issue that is confronted every day.,,,3,1,2,4,5,3,4,4,4,3,4,4,4,2,#NULL!,,7,5,3,3,,5,12/1/2024 16:33,12/1/2024 16:51,18,2,1,Desktop,2,54,3,4,2,3,5,1,17,4,9,VA,3,5,1,1,1,1,2,4,#NULL!,#NULL!,#NULL!,#NULL!,4
940,1.76751386,1,0,The promise of freedom of speech,The promise of an opportunity for everyone to make it,Fair justice,Peace and security,The pursuit of happiness,5,The pursuit of happiness,,"The united states isn't providing a fair playground for everyone to make it, it unfair tiled towards the people with the most",,2,4,1,3,5,7,7,7,1,1,1,1,7,1,#NULL!,,2,1,3,6,,1,11/19/2024 16:56,11/19/2024 17:00,4,2,1,Smartphone,1,38,2,3,2,2,5,1,16,4,9,GA,3,5,0,1,2,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
944,0.69410055,0,1,Freedom of religion,Freedom of speech,Right to bear arms,Family,Provide for self,2,Freedom of speech,"The ability to say what you want to whether it's in writing, on social media or the abilty to advertise in any way.  Most people just enjoy carrying on a conversation with others anywhere anytime and this country allows all of this without threat of punishment.",,,3,2,5,1,4,3,3,5,5,4,3,3,5,4,2,,7,5,3,1,,7,11/21/2024 21:18,11/23/2024 7:45,10,2,1,Smartphone,2,62,4,5,1,5,2,5,13,3,7,NC,3,5,1,1,1,1,4,4,#NULL!,#NULL!,2,1,1
947,0.67092411,0,1,All men created equal,Right to vote,Right to medical care,Marriage to anyone you chose,Right to social security,5,Right to social security,New administration vows to discontinue social security so nobody will have the ability draw social security which will not allow most people to retire during their lifetime,,,2,3,5,4,1,7,7,7,1,2,4,6,1,4,1,,2,1,3,1,,2,11/18/2024 18:19,11/18/2024 18:26,7,2,1,Desktop,2,62,4,5,1,4,3,1,13,3,7,MN,2,4,1,1,1,1,4,3,0,0,0,0,3
957,0.58146483,2,0,freedom to choose,freedom to speak,freedom to succeed,freedom to bear arms,freedom to vote,1,freedom to choose,,,"We are free to choose how we live, to voice our opinions, to select our representatives, to defend ourselves from those who would harm or destroy us, free to express our opinions, free to accomplish our goals, free from government tyranny and absolute control",2,1,5,3,4,2,5,5,3,5,4,3,5,4,2,,7,5,5,1,,7,11/19/2024 6:31,11/19/2024 6:38,7,2,1,Desktop,2,75,4,7,1,3,2,5,9,2,5,CA,4,9,1,1,1,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,1
963,0.25424210,0,1,Honest,Loyal,Trustworthy,Dependable,Transparent,5,Transparent,It's not it has a merky look not clear. With the networks controlling must of the power and controlling the info that we see can be miss leading at best.,,,4,1,3,2,5,4,5,3,4,5,2,3,5,4,2,,5,4,4,12,,2,11/25/2024 10:40,11/25/2024 10:52,11,2,1,Smartphone,1,58,3,5,1,3,1,6,6,1,3,NV,4,8,0,1,1,1,4,4,0,0,0,0,4
964,0.22573461,1,1,It’s okay to be racist if you’re a cop,You only matter if you’re a billionaire,It’s okay to kill babies if they are inside the womb,Black people should just “get over” slavery,It’s okay to poison Americans with bad food,5,It’s okay to poison Americans with bad food,,"The u.s is fully living up to this promise. With poisonous food dyes and additives, greasy foods with tons of preservatives, and foods that are banned in other countries but not banned here? Yes the U.S is living up to its promise to kill Americans with poisonous food.",,3,2,4,5,1,7,7,7,1,1,1,4,7,1,#NULL!,,4,3,2,12,,1,11/18/2024 21:48,11/18/2024 22:00,13,2,1,Smartphone,2,29,1,2,5,3,5,1,7,2,4,MI,2,3,1,1,2,1,4,3,#NULL!,1,#NULL!,#NULL!,2
968,0.27448699,2,0,freedom,opportunity,dream,build,network,2,opportunity,,,Opportunity is the chance for someone to take advantage of the situation they are presented with. Bad of good.,5,4,2,3,1,3,5,5,4,3,4,4,5,1,#NULL!,,3,2,3,10,,1,11/18/2024 16:19,11/18/2024 16:36,17,2,1,Desktop,1,28,1,2,6,3,5,1,5,1,3,CA,4,9,1,1,2,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,3
